claim_id,policy_id,customer_id,policy_type,vehicle_segment,incident_type,incident_date,claim_reported,total_claim_amount,repair_estimate,police_report_available,injury_severity,policy_annual_mileage,insured_zip,insured_city,insured_state,fraud_reported
C09979501,P6245869,U407812,Motor TP,Sedan,Parking Bump,12/05/2023,12/05/2023,13081.04,12128.05,Yes,None,15604,400010,Mumbai,Maharashtra,Yes
C82049207,P9795866,U763707,Comprehensive,Hatchback,Windshield Damage,05/15/2024,05/22/2024,7012.25,6111.69,Yes,None,15253,302002,Jaipur,Rajasthan,No
C11432800,P0032731,U495180,Comprehensive,Hatchback,Side Collision,09/23/2023,09/30/2023,13643.78,9861.2,Yes,None,9418,380001,Ahmedabad,Gujarat,No
C29037552,P6887363,U826417,Comprehensive,Van,Head-on,07/14/2023,07/14/2023,72033.06,57311.02,Yes,None,18317,110006,Delhi,Delhi,No
C58720258,P9046536,U982308,Motor TP,SUV,Single Vehicle,05/06/2023,05/28/2023,32008.78,27190.94,No,Major,11980,400002,Mumbai,Maharashtra,Yes
C64649920,P1814071,U519716,Comprehensive,Hatchback,Windshield Damage,10/28/2024,10/30/2024,12384.47,10679.7,Yes,None,13154,560001,Bengaluru,Karnataka,No
C15329657,P0548742,U561189,Motor OD,Hatchback,Theft,03/21/2025,03/23/2025,34205.14,33893.8,No,None,19185,380006,Ahmedabad,Gujarat,No
C31948053,P3992614,U233622,Comprehensive,Hatchback,Side Collision,02/02/2025,02/07/2025,27788.65,24883.41,Yes,Minor,17371,500001,Hyderabad,Telangana,No
C44329409,P2749432,U003745,Comprehensive,Van,Side Collision,06/09/2025,06/09/2025,15576.01,12155.46,Yes,Minor,14244,500005,Hyderabad,Telangana,Yes
C34570386,P1834559,U443631,Comprehensive,SUV,Side Collision,03/08/2025,03/10/2025,62070.44,59429.23,No,None,9410,700007,Kolkata,West Bengal,Yes
C66144902,P4724795,U304205,Motor OD,Sedan,Parking Bump,04/05/2024,04/07/2024,2000.0,1627.03,No,None,12396,600002,Chennai,Tamil Nadu,Yes
C55762279,P1489923,U591185,Motor TP,SUV,Theft,09/15/2024,09/16/2024,24806.92,20178.4,No,None,6359,400007,Mumbai,Maharashtra,No
C19748340,P0323239,U799095,Comprehensive,Pickup,Head-on,10/02/2023,10/03/2023,100163.75,74843.52,Yes,None,10899,500009,Hyderabad,Telangana,No
C51588889,P5624507,U689504,Comprehensive,Hatchback,Side Collision,11/23/2023,12/21/2023,15112.01,12483.59,Yes,None,1285,380004,Ahmedabad,Gujarat,No
C42475271,P5646792,U840883,Motor TP,SUV,Side Collision,06/13/2023,07/04/2023,69172.16,54883.18,No,None,13166,700003,Kolkata,West Bengal,No
C51675407,P9006779,U271174,Motor TP,SUV,Rear Collision,12/20/2023,01/03/2024,28754.81,22503.96,No,None,8743,226004,Lucknow,Uttar Pradesh,Yes
C25353963,P6438146,U780167,Motor OD,Motorcycle,Windshield Damage,11/05/2023,11/06/2023,2000.0,1631.59,Yes,None,10764,226006,Lucknow,Uttar Pradesh,Yes
C40644849,P2420365,U333209,Comprehensive,Hatchback,Theft,06/03/2023,06/12/2023,47788.51,35915.39,Yes,None,15095,302006,Jaipur,Rajasthan,No
C40384776,P3635958,U214252,Comprehensive,Motorcycle,Side Collision,04/27/2025,04/27/2025,10902.76,9518.7,Yes,None,1000,380008,Ahmedabad,Gujarat,No
C79836416,P9335835,U163306,Motor TP,Sedan,Rear Collision,03/12/2023,03/15/2023,22739.65,17769.02,Yes,None,12580,500009,Hyderabad,Telangana,No
C41678899,P2361696,U096669,Comprehensive,Hatchback,Single Vehicle,01/21/2024,02/11/2024,17134.34,15319.49,No,None,13277,222222,Lucknow,Uttar Pradesh,No
C67215576,P3400168,U137931,Motor TP,Hatchback,Side Collision,03/14/2024,03/17/2024,15486.45,13183.55,No,None,14005,500007,Hyderabad,Telangana,No
C85693632,P2197401,U525482,Motor TP,Sedan,Single Vehicle,01/13/2025,01/16/2025,28087.25,26799.47,No,Minor,17423,226009,Lucknow,Uttar Pradesh,Yes
C71421527,P7598521,U107959,Comprehensive,Sedan,Side Collision,04/11/2025,04/11/2025,21826.81,21289.95,No,None,13725,560008,Bengaluru,Karnataka,No
C20274512,P7349670,U654477,Comprehensive,Hatchback,Parking Bump,03/10/2024,03/12/2024,9650.77,9335.34,Yes,None,9956,411005,Pune,Maharashtra,No
C81369136,P5233945,U765108,Comprehensive,Sedan,Rear Collision,01/05/2025,01/07/2025,64180.98,59690.38,Yes,Minor,10588,500003,Hyderabad,Telangana,Yes
C72381726,P3741721,U752054,Comprehensive,Sedan,Windshield Damage,03/02/2023,03/03/2023,19697.19,19025.65,Yes,Minor,8398,302002,Jaipur,Rajasthan,No
C49266877,P1524083,U667512,Motor TP,Hatchback,Rear Collision,06/27/2025,07/01/2025,8786.02,6884.04,Yes,None,16298,500010,Hyderabad,Telangana,Yes
C86977073,P0248684,U735054,Comprehensive,Sedan,Parking Bump,01/30/2024,02/02/2024,12295.59,9596.25,Yes,Minor,13448,380008,Ahmedabad,Gujarat,Yes
C02035058,P6055799,U913227,Comprehensive,Hatchback,Windshield Damage,02/20/2025,02/20/2025,8797.48,7829.2,Yes,Minor,16657,999999,Jaipur,Rajasthan,Yes
C74551910,P6289812,U377344,Motor OD,Hatchback,Windshield Damage,06/22/2023,06/23/2023,12548.33,9849.55,No,Minor,15480,500005,Hyderabad,Telangana,No
C63883952,P6779916,U063584,Motor OD,SUV,Single Vehicle,05/28/2024,06/01/2024,92341.15,81556.82,Yes,None,16012,110010,Delhi,Delhi,No
C51534207,P0231730,U955189,Motor TP,Sedan,Side Collision,04/20/2023,04/22/2023,25414.0,18052.28,Yes,None,7032,700007,Kolkata,West Bengal,No
C92955288,P8412566,U434189,Comprehensive,SUV,Rear Collision,10/20/2023,11/10/2023,48302.16,47750.9,Yes,None,19120,110001,Delhi,Delhi,Yes
C65894566,P1656659,U600866,Comprehensive,Van,Head-on,01/06/2025,01/07/2025,31225.74,25080.6,Yes,None,11336,380007,Ahmedabad,Gujarat,No
C62315299,P1237829,U292951,Motor TP,Motorcycle,Side Collision,12/11/2023,12/25/2023,12090.43,10272.68,No,None,16483,700005,Kolkata,West Bengal,No
C12735999,P9787798,U034946,Comprehensive,Hatchback,Theft,07/15/2025,07/27/2025,43005.26,38241.88,Yes,None,19794,560003,Bengaluru,Karnataka,Yes
C17748077,P3156117,U848809,Comprehensive,Hatchback,Parking Bump,11/21/2023,11/24/2023,9691.41,6997.77,No,None,8561,110009,Delhi,Delhi,Yes
C33263217,P7379819,U305742,Comprehensive,Sedan,Single Vehicle,06/13/2023,06/17/2023,18201.58,16901.24,Yes,Minor,19027,700002,Kolkata,West Bengal,Yes
C98648007,P6411094,U650196,Motor TP,Pickup,Rear Collision,04/07/2025,04/21/2025,84188.0,73181.98,Yes,None,9624,222222,Chennai,Tamil Nadu,Yes
C45569464,P7256431,U787071,Comprehensive,Sedan,Rear Collision,07/16/2025,08/06/2025,63347.63,50521.35,Yes,None,10063,226010,Lucknow,Uttar Pradesh,Yes
C68058600,P5531551,U904560,Comprehensive,Motorcycle,Rear Collision,07/15/2025,07/22/2025,14489.11,13703.1,No,None,8638,560005,Bengaluru,Karnataka,Yes
C72245892,P1875200,U924781,Motor TP,SUV,Head-on,07/12/2023,07/12/2023,55154.62,39320.29,Yes,None,15351,600006,Chennai,Tamil Nadu,No
C84958550,P8910394,U651644,Motor OD,Hatchback,Windshield Damage,09/14/2023,10/05/2023,23720.85,21189.28,Yes,None,11218,302004,Jaipur,Rajasthan,No
C16726616,P3495659,U816876,Comprehensive,Pickup,Head-on,09/12/2023,09/26/2023,78975.28,73234.04,No,Minor,10429,302005,Jaipur,Rajasthan,Yes
C05358232,P7540546,U555488,Comprehensive,SUV,Head-on,08/02/2024,08/03/2024,72000.27,70358.83,Yes,None,10861,600007,Chennai,Tamil Nadu,No
C73241714,P2529238,U623543,Comprehensive,SUV,Windshield Damage,09/14/2025,09/16/2025,41138.46,38868.88,Yes,None,9511,226001,Lucknow,Uttar Pradesh,Yes
C13076459,P5682116,U161457,Comprehensive,Sedan,Side Collision,11/29/2024,11/30/2024,59472.17,43700.91,No,None,13392,700001,Kolkata,West Bengal,Yes
C23725655,P1019767,U567334,Motor TP,Van,Windshield Damage,04/06/2024,04/10/2024,12427.39,11309.39,Yes,None,16547,560007,Bengaluru,Karnataka,No
C38350806,P1377741,U881436,Comprehensive,SUV,Windshield Damage,01/09/2023,01/16/2023,23189.55,22482.33,Yes,None,8800,600004,Chennai,Tamil Nadu,No
C89967494,P1490635,U048241,Comprehensive,Hatchback,Side Collision,01/12/2023,01/17/2023,34987.85,27832.39,No,None,11539,411009,Pune,Maharashtra,Yes
C32201211,P6262401,U502333,Comprehensive,Hatchback,Parking Bump,06/28/2024,07/03/2024,2000.0,1787.96,Yes,Major,9424,700007,Kolkata,West Bengal,No
C33772276,P6662030,U956982,Motor OD,Hatchback,Head-on,12/12/2023,12/17/2023,32731.65,28877.52,Yes,Minor,9613,560008,Bengaluru,Karnataka,Yes
C98627369,P6143420,U807094,Comprehensive,Sedan,Single Vehicle,11/30/2023,12/08/2023,35671.05,25775.84,No,None,11914,600002,Chennai,Tamil Nadu,Yes
C27780540,P6127241,U765326,Comprehensive,SUV,Parking Bump,05/16/2025,05/20/2025,15509.72,13443.67,No,Minor,12189,226002,Lucknow,Uttar Pradesh,No
C44672407,P3255217,U817913,Comprehensive,Hatchback,Theft,02/24/2024,02/28/2024,48822.97,39782.89,Yes,None,17469,500002,Hyderabad,Telangana,Yes
C85615001,P2058768,U186361,Motor TP,SUV,Rear Collision,09/28/2025,10/03/2025,2000.0,1622.06,Yes,None,18116,226006,Lucknow,Uttar Pradesh,Yes
C84974080,P1831555,U815192,Motor OD,Van,Theft,03/07/2025,03/13/2025,82216.11,65759.89,Yes,Minor,12284,500007,Hyderabad,Telangana,No
C58364313,P7207262,U529934,Motor OD,Sedan,Single Vehicle,08/04/2023,08/04/2023,45875.85,44781.02,No,Major,11522,226001,Lucknow,Uttar Pradesh,No
C46102991,P0413938,U307485,Comprehensive,Hatchback,Side Collision,05/23/2023,06/13/2023,30990.59,23377.77,No,None,7536,302003,Jaipur,Rajasthan,Yes
C20209143,P9817957,U444191,Comprehensive,Hatchback,Windshield Damage,01/11/2023,01/13/2023,15111.7,14434.25,Yes,None,11812,380005,Ahmedabad,Gujarat,No
C68770425,P6503242,U124829,Comprehensive,Hatchback,Windshield Damage,11/10/2024,11/10/2024,15009.47,14328.18,Yes,None,13499,333333,Mumbai,Maharashtra,Yes
C91910691,P4189693,U398729,Comprehensive,Hatchback,Single Vehicle,04/01/2023,04/07/2023,31145.87,23575.6,Yes,None,8594,411009,Pune,Maharashtra,No
C17407161,P4037103,U925625,Comprehensive,Hatchback,Side Collision,06/05/2023,06/09/2023,12907.39,11534.37,Yes,None,15312,700005,Kolkata,West Bengal,Yes
C66705388,P8089912,U108868,Comprehensive,Hatchback,Single Vehicle,10/08/2024,10/10/2024,21898.39,21478.1,Yes,None,10828,600005,Chennai,Tamil Nadu,Yes
C71190840,P1712289,U182783,Comprehensive,Hatchback,Windshield Damage,03/17/2023,03/21/2023,9045.48,6571.94,No,None,12469,380008,Ahmedabad,Gujarat,Yes
C16678882,P5955023,U832789,Comprehensive,Motorcycle,Rear Collision,08/30/2024,09/03/2024,11745.16,10318.45,Yes,Minor,14445,110005,Delhi,Delhi,No
C12007214,P7246286,U112528,Comprehensive,Van,Rear Collision,04/16/2023,04/17/2023,28904.26,27175.2,Yes,None,22161,700009,Kolkata,West Bengal,No
C59625760,P1099932,U335530,Comprehensive,Motorcycle,Single Vehicle,01/11/2024,01/14/2024,5009.79,4500.36,Yes,None,17303,411009,Pune,Maharashtra,Yes
C08945317,P2483021,U545315,Comprehensive,Van,Single Vehicle,10/25/2023,11/01/2023,43188.03,38855.29,No,None,15887,302003,Jaipur,Rajasthan,No
C07112696,P0470646,U351003,Comprehensive,Van,Side Collision,07/31/2025,08/05/2025,58697.63,47271.86,No,None,8524,500005,Hyderabad,Telangana,Yes
C63165191,P9891816,U721438,Motor TP,Motorcycle,Rear Collision,09/24/2023,10/08/2023,13904.76,11713.19,No,Minor,14643,380004,Ahmedabad,Gujarat,No
C33161594,P3816961,U403196,Comprehensive,Pickup,Single Vehicle,09/12/2024,09/26/2024,62981.84,44925.34,Yes,None,13336,302006,Jaipur,Rajasthan,Yes
C24698893,P9968744,U120618,Comprehensive,Hatchback,Windshield Damage,07/13/2023,07/27/2023,11678.17,10379.43,No,Minor,8893,700010,Kolkata,West Bengal,No
C64590293,P7323544,U907810,Comprehensive,SUV,Windshield Damage,06/01/2024,06/01/2024,27099.58,25093.33,No,None,9069,400001,Mumbai,Maharashtra,No
C63721553,P4229220,U761881,Motor TP,Sedan,Rear Collision,09/30/2025,10/14/2025,26144.28,20666.25,Yes,Minor,9414,500009,Hyderabad,Telangana,Yes
C29125790,P1180561,U397828,Comprehensive,Sedan,Rear Collision,11/13/2024,11/16/2024,16507.03,15289.62,Yes,None,8827,110002,Delhi,Delhi,No
C51787756,P4406935,U996157,Comprehensive,Sedan,Parking Bump,10/12/2024,10/26/2024,22140.9,15846.6,Yes,None,3809,380007,Ahmedabad,Gujarat,No
C61428448,P2493563,U648575,Comprehensive,SUV,Windshield Damage,12/14/2024,12/15/2024,12971.15,12036.25,No,None,7977,411006,Pune,Maharashtra,Yes
C80227954,P4168428,U278479,Comprehensive,SUV,Single Vehicle,09/26/2025,09/30/2025,65385.87,49865.25,Yes,None,11034,777777,Pune,Maharashtra,Yes
C40292699,P2039912,U541166,Comprehensive,Sedan,Head-on,09/22/2025,09/22/2025,31788.56,25315.67,Yes,Minor,10544,400004,Mumbai,Maharashtra,No
C49482433,P6408049,U102057,Motor OD,SUV,Theft,02/26/2024,03/03/2024,78372.47,71910.38,Yes,None,10742,411007,Pune,Maharashtra,No
C30821220,P4625365,U089773,Motor OD,SUV,Rear Collision,04/09/2025,04/19/2025,47688.92,46295.83,Yes,None,8981,380005,Ahmedabad,Gujarat,No
C54124875,P1169656,U691203,Comprehensive,Pickup,Single Vehicle,06/24/2024,06/28/2024,44425.31,41092.59,Yes,Minor,9434,600010,Chennai,Tamil Nadu,Yes
C54153713,P7893044,U465884,Motor OD,Motorcycle,Rear Collision,08/23/2023,08/23/2023,9558.73,7510.17,Yes,None,12024,600005,Chennai,Tamil Nadu,Yes
C70975932,P2867146,U796749,Comprehensive,Sedan,Single Vehicle,12/16/2024,12/21/2024,15100.35,14946.27,No,None,10711,600006,Chennai,Tamil Nadu,No
C59024341,P7581497,U499142,Comprehensive,Hatchback,Side Collision,04/06/2025,04/07/2025,24525.86,20444.68,Yes,None,11342,600008,Chennai,Tamil Nadu,Yes
C55223291,P2910356,U890826,Motor OD,Pickup,Head-on,04/23/2025,04/28/2025,82035.41,80922.82,Yes,None,11583,302007,Jaipur,Rajasthan,Yes
C99359521,P8307765,U283621,Comprehensive,Sedan,Theft,08/16/2024,08/25/2024,31976.72,28449.24,Yes,None,15861,411002,Pune,Maharashtra,No
C90139032,P1093576,U481914,Motor OD,Sedan,Single Vehicle,07/18/2023,07/22/2023,44236.25,37480.35,Yes,None,17299,560010,Bengaluru,Karnataka,No
C05055938,P9588454,U560682,Comprehensive,Sedan,Head-on,06/18/2024,06/23/2024,37301.82,27108.41,Yes,None,13987,600005,Chennai,Tamil Nadu,No
C64682992,P5973236,U081558,Motor OD,Motorcycle,Single Vehicle,05/11/2025,05/15/2025,2000.0,1740.01,Yes,Minor,20446,302008,Jaipur,Rajasthan,No
C77841886,P7644547,U100386,Comprehensive,SUV,Parking Bump,09/09/2023,09/09/2023,22645.13,18529.33,Yes,None,19437,600005,Chennai,Tamil Nadu,No
C17012162,P8946643,U449484,Comprehensive,Pickup,Single Vehicle,07/17/2023,07/26/2023,77305.83,56933.43,Yes,None,8917,500009,Hyderabad,Telangana,Yes
C88988590,P0284168,U646449,Comprehensive,Hatchback,Side Collision,02/16/2023,02/16/2023,26127.8,25492.64,No,Minor,6626,110003,Delhi,Delhi,Yes
C69108444,P1954360,U367963,Motor OD,Hatchback,Single Vehicle,08/29/2024,09/02/2024,26210.11,18970.09,Yes,None,5099,380003,Ahmedabad,Gujarat,Yes
C42170666,P0705555,U377741,Motor TP,Hatchback,Theft,11/25/2023,11/29/2023,49594.73,49310.82,Yes,Minor,10396,380005,Ahmedabad,Gujarat,Yes
C83790157,P0703152,U395663,Motor OD,Van,Side Collision,12/03/2024,12/08/2024,16777.45,13859.43,Yes,None,9246,411008,Pune,Maharashtra,No
C38711801,P6826008,U647822,Motor TP,Sedan,Parking Bump,02/02/2023,02/07/2023,7845.94,6393.76,Yes,None,19090,560004,Bengaluru,Karnataka,No
C78056905,P6497015,U940877,Comprehensive,SUV,Side Collision,02/12/2024,02/13/2024,29348.39,27228.77,No,Minor,14453,400003,Mumbai,Maharashtra,No
C67690439,P9315296,U735575,Comprehensive,SUV,Single Vehicle,02/25/2024,02/28/2024,96261.5,79810.67,Yes,Minor,21876,400010,Mumbai,Maharashtra,No
C12382288,P8671803,U697579,Motor OD,Hatchback,Parking Bump,09/30/2023,10/28/2023,7044.27,5524.87,Yes,None,9285,700002,Kolkata,West Bengal,No
C68219079,P0641643,U682427,Motor TP,SUV,Windshield Damage,01/09/2023,01/10/2023,37239.98,35001.52,No,Major,10005,600006,Chennai,Tamil Nadu,Yes
C19944903,P0713746,U868510,Motor OD,Sedan,Head-on,08/17/2023,08/31/2023,58986.93,46150.62,Yes,None,13314,380005,Ahmedabad,Gujarat,Yes
C80947562,P7120352,U805257,Comprehensive,Hatchback,Windshield Damage,12/28/2024,01/07/2025,2285.04,1672.64,No,None,13666,700002,Kolkata,West Bengal,No
C68606357,P0129557,U992994,Motor OD,Van,Rear Collision,01/04/2023,01/05/2023,39891.02,34435.84,No,None,11136,302002,Jaipur,Rajasthan,No
C50597210,P7772527,U523547,Comprehensive,Motorcycle,Single Vehicle,07/31/2025,08/06/2025,15398.47,10820.12,Yes,None,7815,600008,Chennai,Tamil Nadu,No
C41804245,P6969100,U072666,Motor OD,Hatchback,Head-on,07/18/2025,07/19/2025,18894.21,18853.92,Yes,None,11728,411009,Pune,Maharashtra,No
C83494676,P2014753,U554415,Comprehensive,SUV,Rear Collision,09/09/2024,09/16/2024,46492.11,41962.38,Yes,None,12660,110008,Delhi,Delhi,Yes
C69738693,P4365540,U219047,Comprehensive,Sedan,Side Collision,06/07/2025,06/10/2025,54082.09,44392.7,Yes,None,1000,302006,Jaipur,Rajasthan,No
C81739936,P1466301,U513695,Comprehensive,Hatchback,Parking Bump,09/18/2023,09/23/2023,9753.89,7626.58,Yes,Minor,11400,560005,Bengaluru,Karnataka,Yes
C90203857,P7732422,U648921,Comprehensive,Hatchback,Rear Collision,09/17/2025,09/24/2025,3813.34,3812.98,Yes,Minor,11074,302003,Jaipur,Rajasthan,No
C91384270,P1951005,U188722,Comprehensive,Hatchback,Theft,04/01/2024,04/11/2024,50815.23,45152.35,Yes,None,12349,302006,Jaipur,Rajasthan,No
C85813630,P0585034,U935478,Motor TP,Pickup,Head-on,04/11/2023,04/12/2023,33342.01,28778.48,No,None,7770,600004,Chennai,Tamil Nadu,Yes
C41817821,P5822281,U115274,Comprehensive,Sedan,Rear Collision,03/11/2023,03/21/2023,32941.82,24985.3,Yes,Minor,1000,560002,Bengaluru,Karnataka,No
C16594259,P0946587,U925266,Motor OD,SUV,Rear Collision,03/03/2025,03/31/2025,53788.14,41116.61,No,None,14979,226007,Lucknow,Uttar Pradesh,No
C14143809,P5969255,U999357,Motor OD,Sedan,Head-on,03/05/2024,03/08/2024,61859.64,48296.43,Yes,None,9394,700004,Kolkata,West Bengal,No
C00520340,P3175062,U393770,Motor TP,Hatchback,Side Collision,08/17/2024,08/24/2024,12250.73,10181.82,Yes,None,10217,226002,Lucknow,Uttar Pradesh,No
C48856611,P5125115,U468504,Motor OD,Hatchback,Single Vehicle,02/18/2025,03/11/2025,19779.59,16307.89,Yes,None,7274,111111,Kolkata,West Bengal,Yes
C63966844,P6110761,U812376,Comprehensive,Motorcycle,Theft,01/15/2025,01/25/2025,22754.66,20980.75,Yes,None,8410,302008,Jaipur,Rajasthan,No
C65322432,P4512786,U353737,Comprehensive,Sedan,Windshield Damage,01/16/2023,02/13/2023,9869.98,9341.45,Yes,None,8521,226005,Lucknow,Uttar Pradesh,Yes
C05941575,P7021274,U527583,Comprehensive,Van,Side Collision,05/25/2025,05/25/2025,55357.75,40793.42,Yes,Minor,10339,500006,Hyderabad,Telangana,No
C93850531,P1621732,U024374,Comprehensive,Hatchback,Side Collision,01/04/2023,01/09/2023,14366.75,10864.2,No,None,10907,700009,Kolkata,West Bengal,No
C54023107,P8954907,U783931,Comprehensive,Sedan,Head-on,01/22/2024,01/25/2024,42338.89,39573.09,Yes,Minor,11083,500009,Hyderabad,Telangana,Yes
C91766686,P2016069,U101869,Comprehensive,SUV,Parking Bump,03/09/2024,03/11/2024,20629.95,14689.2,Yes,Major,7289,700010,Kolkata,West Bengal,Yes
C23093288,P7603580,U531673,Motor TP,Hatchback,Side Collision,08/10/2025,08/11/2025,30329.37,23461.19,No,None,10876,560004,Bengaluru,Karnataka,Yes
C98837577,P9793650,U363865,Comprehensive,Sedan,Parking Bump,05/01/2024,05/03/2024,7026.09,6629.16,Yes,None,13850,411001,Pune,Maharashtra,Yes
C21195153,P5977797,U732570,Comprehensive,SUV,Rear Collision,11/04/2023,11/14/2023,40472.52,31131.41,Yes,None,3256,400003,Mumbai,Maharashtra,No
C67029386,P5351506,U730307,Comprehensive,Hatchback,Single Vehicle,01/26/2025,01/30/2025,33699.99,31279.07,No,Minor,13304,380002,Ahmedabad,Gujarat,No
C51387841,P3278716,U582554,Motor OD,Sedan,Single Vehicle,12/22/2023,12/26/2023,41245.99,37633.99,No,None,19806,226006,Lucknow,Uttar Pradesh,No
C63292877,P1244350,U833902,Motor TP,Hatchback,Single Vehicle,11/18/2024,11/21/2024,24151.5,17941.05,Yes,None,13382,700008,Kolkata,West Bengal,Yes
C37951515,P3048958,U290329,Comprehensive,Hatchback,Rear Collision,11/22/2023,11/22/2023,22716.49,20491.16,No,None,14952,411010,Pune,Maharashtra,Yes
C64236349,P4948223,U965756,Comprehensive,SUV,Parking Bump,01/21/2025,01/28/2025,22076.2,20209.55,Yes,Minor,11131,400004,Mumbai,Maharashtra,Yes
C04919982,P9176390,U624847,Comprehensive,Hatchback,Single Vehicle,01/08/2024,01/18/2024,33836.96,29104.58,Yes,None,18951,411005,Pune,Maharashtra,No
C60607728,P8973251,U396222,Comprehensive,Van,Windshield Damage,03/27/2023,03/28/2023,13240.55,10139.65,No,None,5050,411006,Pune,Maharashtra,Yes
C09510135,P4293127,U751629,Motor OD,Hatchback,Rear Collision,05/14/2025,05/14/2025,13602.41,13369.99,Yes,None,4704,000000,Jaipur,Rajasthan,No
C75242265,P9978446,U089962,Comprehensive,Pickup,Side Collision,01/04/2023,01/09/2023,37914.37,35513.69,No,None,8030,777777,Jaipur,Rajasthan,No
C79013957,P6732489,U641039,Comprehensive,SUV,Parking Bump,10/27/2024,10/27/2024,28362.76,20715.1,Yes,Minor,4687,500009,Hyderabad,Telangana,No
C22144417,P1462237,U428850,Comprehensive,SUV,Rear Collision,02/12/2023,02/12/2023,48846.13,35848.5,Yes,None,22903,600006,Chennai,Tamil Nadu,Yes
C48739312,P0551343,U505223,Comprehensive,Hatchback,Parking Bump,08/22/2023,08/25/2023,2000.0,1718.17,No,None,9432,700009,Kolkata,West Bengal,Yes
C83598688,P9342675,U102537,Motor OD,Sedan,Parking Bump,09/03/2023,09/04/2023,4937.85,4488.77,Yes,Minor,11650,110009,Delhi,Delhi,No
C64779095,P9750776,U961849,Motor OD,Motorcycle,Single Vehicle,05/14/2023,06/13/2023,21328.82,19378.5,Yes,Minor,9730,110003,Delhi,Delhi,Yes
C97772761,P5321946,U709970,Motor TP,Hatchback,Rear Collision,04/26/2023,04/28/2023,14296.71,13490.47,Yes,None,16707,380002,Ahmedabad,Gujarat,No
C71389194,P0194094,U363435,Comprehensive,Hatchback,Theft,01/27/2023,02/01/2023,28129.87,22626.47,Yes,Minor,11157,400005,Mumbai,Maharashtra,No
C15036923,P1227776,U019474,Comprehensive,Hatchback,Head-on,10/03/2024,10/03/2024,35713.16,28358.85,Yes,None,8144,302006,Jaipur,Rajasthan,No
C54888663,P5150317,U340012,Comprehensive,Van,Head-on,10/14/2023,10/18/2023,38892.82,28291.37,No,Minor,9068,411002,Pune,Maharashtra,No
C96812451,P8957197,U117721,Motor TP,Hatchback,Head-on,10/04/2023,10/05/2023,10951.77,8206.18,Yes,None,11207,600003,Chennai,Tamil Nadu,Yes
C31740350,P1305727,U223995,Motor OD,SUV,Side Collision,04/14/2024,04/18/2024,39488.27,36958.3,Yes,None,9682,400009,Mumbai,Maharashtra,No
C13106148,P9635443,U489175,Motor OD,Sedan,Side Collision,10/27/2024,11/01/2024,29953.67,26208.56,Yes,Minor,17448,411009,Pune,Maharashtra,No
C26243505,P3692483,U701125,Motor OD,SUV,Parking Bump,02/03/2023,02/04/2023,15253.04,13007.35,No,None,8999,411003,Pune,Maharashtra,Yes
C80549521,P6149042,U941387,Motor TP,Sedan,Side Collision,05/21/2023,05/23/2023,26411.37,21874.26,Yes,Minor,15757,500003,Hyderabad,Telangana,Yes
C44095773,P5129482,U154599,Comprehensive,Hatchback,Theft,07/28/2024,08/20/2024,44285.31,42855.46,Yes,None,10863,400006,Mumbai,Maharashtra,No
C88248197,P8300713,U591988,Motor OD,Sedan,Rear Collision,07/13/2023,07/27/2023,20010.75,19734.83,No,None,12843,226003,Lucknow,Uttar Pradesh,No
C60648985,P9736378,U053323,Motor OD,SUV,Windshield Damage,06/28/2023,06/28/2023,51600.79,38293.46,Yes,None,8958,110006,Delhi,Delhi,No
C24502764,P5530774,U786890,Comprehensive,Van,Windshield Damage,08/22/2025,09/12/2025,15822.17,11608.31,Yes,None,13900,400010,Mumbai,Maharashtra,No
C59828229,P7213889,U639688,Motor OD,SUV,Rear Collision,07/15/2023,07/16/2023,49422.65,41435.71,Yes,None,11896,400001,Mumbai,Maharashtra,No
C78989401,P2898941,U612753,Motor OD,SUV,Rear Collision,07/02/2023,07/04/2023,41867.04,34835.46,Yes,None,2855,600009,Chennai,Tamil Nadu,No
C48048220,P1272326,U861796,Comprehensive,Hatchback,Rear Collision,03/23/2023,04/02/2023,16415.33,15047.26,No,Minor,10781,560001,Bengaluru,Karnataka,No
C37567547,P0336260,U972295,Motor TP,Hatchback,Side Collision,09/10/2025,09/10/2025,25655.21,18693.23,Yes,Minor,14447,411006,Pune,Maharashtra,No
C07149138,P9317663,U712925,Comprehensive,Motorcycle,Windshield Damage,12/04/2023,12/14/2023,3178.0,3158.16,Yes,Minor,10600,226009,Lucknow,Uttar Pradesh,No
C84133839,P1770318,U662127,Motor TP,SUV,Single Vehicle,08/12/2025,09/07/2025,90517.91,68377.47,No,Minor,14176,411006,Pune,Maharashtra,Yes
C86565424,P3189713,U388201,Comprehensive,Hatchback,Windshield Damage,02/09/2023,02/13/2023,10588.99,8480.76,Yes,None,10920,302008,Jaipur,Rajasthan,Yes
C18588245,P0832244,U081854,Motor OD,Hatchback,Rear Collision,07/05/2025,07/05/2025,21426.71,20358.17,No,None,13037,380005,Ahmedabad,Gujarat,No
C38004350,P0986708,U572223,Comprehensive,Hatchback,Single Vehicle,12/04/2023,12/14/2023,17775.73,15855.26,Yes,Major,6657,380002,Ahmedabad,Gujarat,No
C23222781,P4957979,U296402,Comprehensive,Sedan,Windshield Damage,11/05/2024,11/07/2024,19579.99,18822.75,No,None,8227,380006,Ahmedabad,Gujarat,No
